Orthogroup	Mus_musculus	Callithrix_jacchus
OG0000478	sp|Q07802|COE1_MOUSE	tr|F7I410|F7I410_CALJA
OG0000478	sp|Q8K4J2|COE4_MOUSE	tr|A0A5K1U8S0|A0A5K1U8S0_CALJA
OG0000479	sp|P70408|CAD10_MOUSE	tr|U3DZ47|U3DZ47_CALJA
OG0000479	sp|P70407|CADH9_MOUSE	tr|F7ITB7|F7ITB7_CALJA
OG0000479	sp|P97326|CADH6_MOUSE	tr|F7IMY6|F7IMY6_CALJA
OG0000480	sp|P83940|ELOC_MOUSE	tr|F7HV22|F7HV22_CALJA, tr|U3DRH8|U3DRH8_CALJA, tr|A0A2R8MUS1|A0A2R8MUS1_CALJA, tr|A0A8I3VZ10|A0A8I3VZ10_CALJA, tr|A0A8I3WTH6|A0A8I3WTH6_CALJA
OG0000482	sp|Q62441|TLE4_MOUSE	tr|F7ESL1|F7ESL1_CALJA
OG0000482	sp|Q08122|TLE3_MOUSE	tr|F7AJC5|F7AJC5_CALJA
OG0000482	sp|Q62440|TLE1_MOUSE	tr|A0A2R8N1C0|A0A2R8N1C0_CALJA
OG0000483	sp|P29341|PABP1_MOUSE	tr|F7I5L7|F7I5L7_CALJA, tr|A0A5F4W932|A0A5F4W932_CALJA, tr|A0A8I3VZ27|A0A8I3VZ27_CALJA, tr|A0A5F4W171|A0A5F4W171_CALJA, tr|A0A5F4W614|A0A5F4W614_CALJA
OG0000484	sp|P21440|MDR3_MOUSE	tr|F7G712|F7G712_CALJA
OG0000484	sp|P06795|MDR1B_MOUSE, sp|P21447|MDR1A_MOUSE, sp|B5X0E4|ABCB5_MOUSE	tr|F7IGL3|F7IGL3_CALJA
OG0000485	sp|P41317|MBL2_MOUSE	tr|A0A8I3ZZB2|A0A8I3ZZB2_CALJA, sp|Q66S61|MBL2_CALJA
OG0000485	sp|P39039|MBL1_MOUSE	tr|A0A2R8MNL3|A0A2R8MNL3_CALJA, tr|F6QPE6|F6QPE6_CALJA
OG0000486	sp|Q8C650|SEP10_MOUSE	tr|F6U8T4|F6U8T4_CALJA
OG0000486	sp|Q8C1B7|SEP11_MOUSE	tr|F7H553|F7H553_CALJA
OG0000486	sp|Q9R1T4|SEPT6_MOUSE	tr|U3CXW7|U3CXW7_CALJA
OG0000487	sp|P47955|RLA1_MOUSE	tr|A0A8I3W0M7|A0A8I3W0M7_CALJA, tr|A0A8I3W556|A0A8I3W556_CALJA, tr|A0A8I3WZI2|A0A8I3WZI2_CALJA, tr|A0A8I3WZI3|A0A8I3WZI3_CALJA, tr|A0A8I3X8T5|A0A8I3X8T5_CALJA
OG0000488	tr|Q61406|Q61406_MOUSE, tr|A0A668KLU9|A0A668KLU9_MOUSE	tr|F7GHA7|F7GHA7_CALJA
OG0000488	sp|P06909|CFAH_MOUSE, tr|E9Q8B5|E9Q8B5_MOUSE	tr|F7DDG7|F7DDG7_CALJA
OG0000489	sp|P50427|STS_MOUSE	tr|A0A8I3WWR6|A0A8I3WWR6_CALJA, tr|A0A2R8MCR5|A0A2R8MCR5_CALJA, tr|F7HSN5|F7HSN5_CALJA, tr|F7IM35|F7IM35_CALJA, tr|F7IEY7|F7IEY7_CALJA
OG0000490	sp|O70497|FCN2_MOUSE	tr|A0A5F4W777|A0A5F4W777_CALJA, tr|F7EBJ6|F7EBJ6_CALJA
OG0000490	sp|O70165|FCN1_MOUSE	tr|F7AJI9|F7AJI9_CALJA, tr|F6UDF5|F6UDF5_CALJA
OG0000491	sp|Q9D498|IQCF3_MOUSE	tr|A0A8I3WB08|A0A8I3WB08_CALJA, tr|F7HNI6|F7HNI6_CALJA
OG0000491	sp|Q9D9K8|IQCF1_MOUSE, sp|Q9DAL7|IQCF5_MOUSE	tr|F7II12|F7II12_CALJA
OG0000492	tr|Q6PHQ9|Q6PHQ9_MOUSE, tr|G5E8X2|G5E8X2_MOUSE, tr|Q9D4E6|Q9D4E6_MOUSE, tr|Q62029|Q62029_MOUSE	tr|A0A8I3WXV0|A0A8I3WXV0_CALJA, tr|U3CSD6|U3CSD6_CALJA
OG0000493	sp|Q9QYH6|MAGD1_MOUSE	tr|F7H2Z7|F7H2Z7_CALJA
OG0000493	tr|Q9ER67|Q9ER67_MOUSE, tr|Q99PB1|Q99PB1_MOUSE, sp|Q9CPR8|NSE3_MOUSE	tr|U3FR45|U3FR45_CALJA
OG0000494	sp|Q8CFB4|GBP5_MOUSE	tr|F7E8X1|F7E8X1_CALJA
OG0000494	sp|Q01514|GBP1_MOUSE, sp|Q9Z0E6|GBP2_MOUSE	tr|F7GZJ2|F7GZJ2_CALJA, tr|F7H9U2|F7H9U2_CALJA
OG0000495	sp|O09110|MP2K3_MOUSE	tr|U3CYJ4|U3CYJ4_CALJA
OG0000495	sp|P70236|MP2K6_MOUSE	tr|A0A8I4A1K9|A0A8I4A1K9_CALJA, tr|A0A8I4A0Y5|A0A8I4A0Y5_CALJA, tr|A0A8I3WCI5|A0A8I3WCI5_CALJA
OG0000496	sp|P08121|CO3A1_MOUSE	tr|F7FL95|F7FL95_CALJA
OG0000496	sp|P28481|CO2A1_MOUSE	tr|F7DAW0|F7DAW0_CALJA
OG0000496	sp|P11087|CO1A1_MOUSE	tr|F6S739|F6S739_CALJA
OG0000497	sp|Q8R2U6|NUDT4_MOUSE	tr|A0A8I3WGW0|A0A8I3WGW0_CALJA
OG0000497	sp|P0C028|NUD11_MOUSE, sp|P0C027|NUD10_MOUSE	tr|A0A2R8MFZ9|A0A2R8MFZ9_CALJA, tr|F7IEU2|F7IEU2_CALJA
OG0000498	sp|O54754|AOXA_MOUSE	tr|F6Y8K6|F6Y8K6_CALJA
OG0000498	sp|G3X982|AOXC_MOUSE, sp|Q3TYQ9|AOXD_MOUSE, sp|Q5SGK3|AOXB_MOUSE	tr|F6QQM5|F6QQM5_CALJA
OG0000499	sp|Q8CIN6|CELF3_MOUSE	tr|A0A8I3WKP2|A0A8I3WKP2_CALJA
OG0000499	sp|Q7TSY6|CELF4_MOUSE	tr|F7HAA1|F7HAA1_CALJA
OG0000499	tr|A0A5F8MPH2|A0A5F8MPH2_MOUSE	tr|A0A2R8M899|A0A2R8M899_CALJA
OG0000500	sp|P15392|CP2A4_MOUSE, sp|P20852|CP2A5_MOUSE, tr|Q9WV19|Q9WV19_MOUSE, tr|B2RXZ2|B2RXZ2_MOUSE, sp|P56593|CP2AC_MOUSE	tr|A0A5F4WFL4|A0A5F4WFL4_CALJA
OG0000501	sp|Q9EST5|AN32B_MOUSE	tr|F7ETK3|F7ETK3_CALJA
OG0000501	sp|O35381|AN32A_MOUSE, sp|Q64G17|AN32C_MOUSE	tr|F7C9V4|F7C9V4_CALJA, tr|A0A8I3VZR6|A0A8I3VZR6_CALJA
OG0000502	tr|Q7TQZ0|Q7TQZ0_MOUSE, tr|Q8VGP3|Q8VGP3_MOUSE, tr|Q8VGN8|Q8VGN8_MOUSE, tr|Q8VG62|Q8VG62_MOUSE, sp|Q60881|OL142_MOUSE	tr|A0A2R8PJ40|A0A2R8PJ40_CALJA
OG0000503	sp|P63158|HMGB1_MOUSE	tr|A0A2R8P7K9|A0A2R8P7K9_CALJA, tr|A0A8P1YSL0|A0A8P1YSL0_CALJA, sp|B0CM99|HMGB1_CALJA, tr|F6XEH4|F6XEH4_CALJA, tr|F7GZS3|F7GZS3_CALJA
OG0000504	tr|Q8VFU6|Q8VFU6_MOUSE, tr|Q8VFU7|Q8VFU7_MOUSE, tr|Q8VEV5|Q8VEV5_MOUSE, tr|Q7TRH2|Q7TRH2_MOUSE, tr|Q8VFU4|Q8VFU4_MOUSE	tr|F7DWU4|F7DWU4_CALJA
OG0000505	sp|Q02844|TRYB1_MOUSE, tr|Q80UR4|Q80UR4_MOUSE, sp|Q99MS4|PRS29_MOUSE, sp|Q924N9|PRS28_MOUSE, sp|P21845|TRYB2_MOUSE	tr|F7FNX5|F7FNX5_CALJA
OG0000506	tr|Q3V2D6|Q3V2D6_MOUSE, tr|A2A588|A2A588_MOUSE, sp|Q3V2C1|KRA93_MOUSE, tr|A2A590|A2A590_MOUSE	tr|F6YHR2|F6YHR2_CALJA, tr|A0A8I4A4U7|A0A8I4A4U7_CALJA
OG0000507	tr|Q52KH6|Q52KH6_MOUSE, tr|A2BG95|A2BG95_MOUSE, tr|A3KG49|A3KG49_MOUSE, sp|Q4VA55|PWP3B_MOUSE, sp|Q6DID5|PWP3A_MOUSE	tr|U3DK94|U3DK94_CALJA
OG0000508	sp|P51791|CLCN3_MOUSE	tr|A0A2R8MEQ7|A0A2R8MEQ7_CALJA
OG0000508	sp|Q9WVD4|CLCN5_MOUSE	tr|F7I0R4|F7I0R4_CALJA
OG0000508	sp|Q61418|CLCN4_MOUSE	tr|U3BD79|U3BD79_CALJA
OG0000523	sp|O35602|RX_MOUSE	tr|F7IPY5|F7IPY5_CALJA, tr|F7GUU9|F7GUU9_CALJA, tr|F7GZF8|F7GZF8_CALJA, tr|F7DZ10|F7DZ10_CALJA
OG0000524	sp|Q6NZB1|ANM6_MOUSE	tr|A0A5F4VYI9|A0A5F4VYI9_CALJA, tr|A0A8I3WM13|A0A8I3WM13_CALJA, tr|A0A8I3WZU7|A0A8I3WZU7_CALJA, tr|F7HAX3|F7HAX3_CALJA
OG0000526	sp|Q3UX83|1A1L2_MOUSE	tr|F7H5W9|F7H5W9_CALJA, tr|A0A5F4VQP8|A0A5F4VQP8_CALJA
OG0000526	sp|A2AIG8|1A1L1_MOUSE	tr|A0A5K1UYG3|A0A5K1UYG3_CALJA
OG0000527	sp|Q9CR37|PPDPF_MOUSE	tr|F7HG46|F7HG46_CALJA, tr|A0A8I3W7M4|A0A8I3W7M4_CALJA, tr|A0A8I3WF19|A0A8I3WF19_CALJA, tr|U3FVS1|U3FVS1_CALJA
OG0000528	sp|Q9D4P7|GSTT4_MOUSE	tr|A0A8I3WD28|A0A8I3WD28_CALJA, tr|A0A8I3W4N9|A0A8I3W4N9_CALJA, tr|A0A5F4WMC0|A0A5F4WMC0_CALJA, tr|A0A8I3WEG4|A0A8I3WEG4_CALJA
OG0000529	sp|Q8VEB1|GRK5_MOUSE	tr|U3C8T5|U3C8T5_CALJA
OG0000529	sp|O70291|GRK4_MOUSE	tr|F7DUK2|F7DUK2_CALJA, tr|F7HVI1|F7HVI1_CALJA
OG0000530	sp|Q3TYU2|AT135_MOUSE	tr|F7I067|F7I067_CALJA
OG0000530	sp|Q9EPE9|AT131_MOUSE, sp|Q5XF90|AT134_MOUSE	tr|A0A5F4W2Z3|A0A5F4W2Z3_CALJA
OG0000531	sp|P39655|LOX12_MOUSE	tr|F7IM53|F7IM53_CALJA
OG0000531	sp|P55249|LX12E_MOUSE, sp|P39654|LOX15_MOUSE	tr|U3BDB9|U3BDB9_CALJA
OG0000532	tr|Q5I0W6|Q5I0W6_MOUSE, tr|G3X9G9|G3X9G9_MOUSE, tr|Q8C6B0|Q8C6B0_MOUSE	tr|A0A2R8PA61|A0A2R8PA61_CALJA, tr|A0A8I3WLZ7|A0A8I3WLZ7_CALJA
OG0000535	sp|Q91ZU6|DYST_MOUSE	tr|F6XJZ9|F6XJZ9_CALJA
OG0000535	tr|Q8BVJ3|Q8BVJ3_MOUSE, sp|Q9QXZ0|MACF1_MOUSE	tr|A0A8I3WPV5|A0A8I3WPV5_CALJA
OG0000536	tr|A2AWR5|A2AWR5_MOUSE, sp|O88627|S28A2_MOUSE	tr|A0A8I3ZZF4|A0A8I3ZZF4_CALJA
OG0000536	sp|E9PXX9|S28A1_MOUSE	tr|F7I9S0|F7I9S0_CALJA
OG0000537	sp|P84078|ARF1_MOUSE	tr|F6W8R7|F6W8R7_CALJA
OG0000537	sp|P61205|ARF3_MOUSE	tr|A0A5F4W1R9|A0A5F4W1R9_CALJA, tr|U3E190|U3E190_CALJA
OG0000539	sp|O88572|LRP6_MOUSE	tr|A0A2R8M5I7|A0A2R8M5I7_CALJA
OG0000539	tr|A0A140LJC7|A0A140LJC7_MOUSE, sp|Q91VN0|LRP5_MOUSE	tr|U3D8R2|U3D8R2_CALJA
OG0000540	sp|Q6NZB0|DNJC8_MOUSE	tr|F7IH53|F7IH53_CALJA, tr|A0A5F4VWI5|A0A5F4VWI5_CALJA, tr|A0A8I3W9B8|A0A8I3W9B8_CALJA, tr|A0A8I3WMV1|A0A8I3WMV1_CALJA
OG0000541	sp|P18608|HMGN1_MOUSE	tr|H9KXX6|H9KXX6_CALJA, tr|A0A5F4W4L3|A0A5F4W4L3_CALJA, tr|F7II06|F7II06_CALJA, tr|A0A8I4A5N2|A0A8I4A5N2_CALJA
OG0000542	sp|Q8R107|PRLD1_MOUSE	tr|F6SBJ5|F6SBJ5_CALJA, tr|A0A8I3WBX3|A0A8I3WBX3_CALJA, tr|A0A5F4W3H8|A0A5F4W3H8_CALJA, tr|F7IQT9|F7IQT9_CALJA
OG0000543	sp|Q9Z204|HNRPC_MOUSE	tr|A0A2R8PMW7|A0A2R8PMW7_CALJA, tr|U3DFP3|U3DFP3_CALJA, tr|A0A8I3W5F1|A0A8I3W5F1_CALJA, tr|A0A2R8M3W0|A0A2R8M3W0_CALJA
OG0000544	sp|P63163|RSMN_MOUSE	tr|A0A8J8XQG7|A0A8J8XQG7_CALJA, tr|A0A8I3W8V8|A0A8I3W8V8_CALJA, tr|A0A5F4WIF1|A0A5F4WIF1_CALJA, tr|A0A8I3WBW2|A0A8I3WBW2_CALJA
OG0000545	sp|Q91VR2|ATPG_MOUSE	tr|F7I4L8|F7I4L8_CALJA, tr|A0A8I3WCH4|A0A8I3WCH4_CALJA, tr|A0A8I3W7M2|A0A8I3W7M2_CALJA, tr|A0A8I4A007|A0A8I4A007_CALJA
OG0000546	sp|P41233|ABCA1_MOUSE	tr|A0A5F4WJL6|A0A5F4WJL6_CALJA
OG0000546	sp|P41234|ABCA2_MOUSE, sp|Q91V24|ABCA7_MOUSE	tr|F7IBV8|F7IBV8_CALJA
OG0000547	sp|Q91X97|NCALD_MOUSE	tr|A0A5F4WEF3|A0A5F4WEF3_CALJA
OG0000547	sp|P62748|HPCL1_MOUSE, sp|P84075|HPCA_MOUSE	tr|F7IH94|F7IH94_CALJA
OG0000548	sp|Q9D9V4|RSPH9_MOUSE	tr|A0A8I4A392|A0A8I4A392_CALJA, tr|A0A8I3X515|A0A8I3X515_CALJA, tr|A0A8I4A4P9|A0A8I4A4P9_CALJA, tr|A0A5F4W816|A0A5F4W816_CALJA
OG0000549	sp|Q8CGK6|IFNL3_MOUSE, sp|Q4VK74|IFNL2_MOUSE	tr|F6ZVG7|F6ZVG7_CALJA, tr|A0A5F4WG60|A0A5F4WG60_CALJA, tr|F7ACE6|F7ACE6_CALJA
OG0000550	sp|Q60932|VDAC1_MOUSE	tr|A0A8I3W4L6|A0A8I3W4L6_CALJA, tr|A0A8I3W7Q8|A0A8I3W7Q8_CALJA
OG0000550	sp|Q60930|VDAC2_MOUSE	tr|U3BRF6|U3BRF6_CALJA
OG0000551	sp|Q99LX0|PARK7_MOUSE	tr|F7H340|F7H340_CALJA, tr|A0A8I3WDJ9|A0A8I3WDJ9_CALJA, tr|A0A2R8MUK0|A0A2R8MUK0_CALJA, tr|A0A8I3W5H1|A0A8I3W5H1_CALJA
OG0000552	sp|P61327|MGN_MOUSE	tr|A0A8I3WYP1|A0A8I3WYP1_CALJA, tr|A0A5F4VTZ8|A0A5F4VTZ8_CALJA, tr|F7I061|F7I061_CALJA, tr|F7ID78|F7ID78_CALJA
OG0000553	sp|Q9CQN3|TOM6_MOUSE	tr|B0KWN3|B0KWN3_CALJA, tr|A0A2R8MC40|A0A2R8MC40_CALJA, tr|A0A2R8MSC1|A0A2R8MSC1_CALJA, tr|A0A8J8YKG9|A0A8J8YKG9_CALJA
OG0000554	sp|Q9CZM2|RL15_MOUSE	tr|A0A5F4VW57|A0A5F4VW57_CALJA, tr|A0A8I4A4J0|A0A8I4A4J0_CALJA, tr|A0A5F4VWD8|A0A5F4VWD8_CALJA, tr|A0A2R8NFK7|A0A2R8NFK7_CALJA
OG0000555	sp|Q62401|CCL12_MOUSE	tr|A0A5F4WHC5|A0A5F4WHC5_CALJA, tr|A0A5F4WJQ3|A0A5F4WJQ3_CALJA, tr|A0A2R8MXM6|A0A2R8MXM6_CALJA, tr|A0A2R8P6F7|A0A2R8P6F7_CALJA
OG0000556	sp|Q6PDM2|SRSF1_MOUSE	tr|A0A5F4W3A1|A0A5F4W3A1_CALJA, tr|F7BF24|F7BF24_CALJA, tr|F7ISW2|F7ISW2_CALJA, tr|A0A8I3WCS7|A0A8I3WCS7_CALJA
OG0000557	sp|Q64282|IFIT1_MOUSE, tr|Q3U687|Q3U687_MOUSE, tr|D3Z6F0|D3Z6F0_MOUSE	tr|F7DZ13|F7DZ13_CALJA, tr|F7IFN6|F7IFN6_CALJA
OG0000559	sp|Q3UY34|CSTOS_MOUSE	tr|A0A8I3W2E7|A0A8I3W2E7_CALJA, tr|U3EC11|U3EC11_CALJA, tr|A0A8I3WC32|A0A8I3WC32_CALJA, tr|A0A8I3X8Z1|A0A8I3X8Z1_CALJA
OG0000560	sp|A2AJB7|LCN5_MOUSE, sp|Q8K1H9|OBP2A_MOUSE, tr|A2BHR0|A2BHR0_MOUSE	tr|F6RCV1|F6RCV1_CALJA, tr|A0A2R8PE58|A0A2R8PE58_CALJA
OG0000561	sp|P70333|HNRH2_MOUSE	tr|U3EAJ2|U3EAJ2_CALJA
OG0000561	sp|O35737|HNRH1_MOUSE	tr|A0A2R8MX49|A0A2R8MX49_CALJA, tr|A0A8I3W0X4|A0A8I3W0X4_CALJA
OG0000562	sp|O09049|REG3G_MOUSE, sp|P35230|REG3B_MOUSE, tr|Q9QUS9|Q9QUS9_MOUSE, sp|O09037|REG3A_MOUSE	tr|A0A5F4WL01|A0A5F4WL01_CALJA
OG0000563	sp|Q63943|MEF2D_MOUSE	tr|U3D4G6|U3D4G6_CALJA, tr|A0A5F4WEE9|A0A5F4WEE9_CALJA, tr|A0A8I3XE17|A0A8I3XE17_CALJA, tr|A0A5F4VXQ8|A0A5F4VXQ8_CALJA
OG0000564	sp|Q8VE92|RBM4B_MOUSE	tr|F6UCD3|F6UCD3_CALJA
OG0000564	sp|Q8C7Q4|RBM4_MOUSE	tr|A0A5F4W2C1|A0A5F4W2C1_CALJA, tr|U3EMD8|U3EMD8_CALJA
OG0000565	tr|D3Z2H9|D3Z2H9_MOUSE	tr|A0A8I3XB29|A0A8I3XB29_CALJA, tr|A0A8I3W3N8|A0A8I3W3N8_CALJA, tr|A0A2R8M5S3|A0A2R8M5S3_CALJA, tr|A0A8I3WKY5|A0A8I3WKY5_CALJA
OG0000566	sp|P24721|ASGR2_MOUSE	tr|A0A2R8MBB5|A0A2R8MBB5_CALJA
OG0000566	sp|P34927|ASGR1_MOUSE	tr|F7I3E1|F7I3E1_CALJA, tr|A0A2R8MVQ3|A0A2R8MVQ3_CALJA
OG0000567	sp|P35487|ODPAT_MOUSE	tr|F7I4M1|F7I4M1_CALJA
OG0000567	sp|P35486|ODPA_MOUSE	tr|A0A8I3WKN6|A0A8I3WKN6_CALJA, tr|F6YAV3|F6YAV3_CALJA
OG0000568	sp|P45376|ALDR_MOUSE	tr|A0A5F4VU58|A0A5F4VU58_CALJA, tr|F7HF11|F7HF11_CALJA, tr|F7HNF2|F7HNF2_CALJA, tr|F7CKY0|F7CKY0_CALJA
OG0000569	sp|Q6ZWN5|RS9_MOUSE	tr|B0VXI8|B0VXI8_CALJA, tr|A0A5F4VWC4|A0A5F4VWC4_CALJA, tr|A0A8I3ZYZ8|A0A8I3ZYZ8_CALJA, tr|A0A2R8MXT2|A0A2R8MXT2_CALJA
OG0000570	sp|P97372|PSME2_MOUSE	tr|F6ZZS4|F6ZZS4_CALJA, tr|F6UIP5|F6UIP5_CALJA, tr|F7HPY0|F7HPY0_CALJA, tr|F7EAY8|F7EAY8_CALJA
OG0000572	sp|Q69ZF7|CNNM4_MOUSE	tr|A0A8I3W433|A0A8I3W433_CALJA
OG0000572	sp|Q32NY4|CNNM3_MOUSE, sp|Q3TWN3|CNNM2_MOUSE	tr|U3E1C9|U3E1C9_CALJA
OG0000573	tr|A0A1L1ST14|A0A1L1ST14_MOUSE, tr|Q7TR85|Q7TR85_MOUSE, tr|A2ATE5|A2ATE5_MOUSE, tr|Q8VFK5|Q8VFK5_MOUSE	tr|A0A2R8MGA9|A0A2R8MGA9_CALJA
OG0000574	sp|Q3UIU2|NDUB6_MOUSE	tr|A0A8I3W4L7|A0A8I3W4L7_CALJA, tr|F7IGE5|F7IGE5_CALJA, tr|A0A5F4VW88|A0A5F4VW88_CALJA, tr|A0A2R8PCB8|A0A2R8PCB8_CALJA
OG0000575	sp|Q60764|MKRN3_MOUSE	tr|A0A8I3WJ91|A0A8I3WJ91_CALJA, tr|A0A2R8PK01|A0A2R8PK01_CALJA
OG0000575	sp|Q9QXP6|MKRN1_MOUSE	tr|A0A8J8XN83|A0A8J8XN83_CALJA
OG0000576	sp|Q8VCW2|K1C25_MOUSE, sp|Q9Z320|K1C27_MOUSE, sp|A6BLY7|K1C28_MOUSE, sp|Q3TRJ4|K1C26_MOUSE	tr|A0A8I4A5E6|A0A8I4A5E6_CALJA
OG0000577	sp|Q99NB5|GSDMC_MOUSE, sp|Q3TR54|GSDC4_MOUSE, sp|Q8CB12|GSDC3_MOUSE, sp|Q2KHK6|GSDC2_MOUSE	tr|F7IBA1|F7IBA1_CALJA
OG0000578	sp|Q4KUS1|WFDC8_MOUSE, sp|Q9DA01|EPPI_MOUSE, sp|F6ULY1|WFC6B_MOUSE, sp|Q3UW55|WFC6A_MOUSE	tr|F7D3M6|F7D3M6_CALJA
OG0000579	tr|E9Q5E2|E9Q5E2_MOUSE, sp|B1AZI6|THOC2_MOUSE	tr|A0A5F4VXM9|A0A5F4VXM9_CALJA, tr|F7ESC3|F7ESC3_CALJA, sp|B0KWH8|THOC2_CALJA
OG0000580	tr|Q8BQ46|Q8BQ46_MOUSE	tr|F7GUE5|F7GUE5_CALJA, tr|A0A5F4W7D2|A0A5F4W7D2_CALJA
OG0000580	sp|P56959|FUS_MOUSE	tr|A0A8I3WFN1|A0A8I3WFN1_CALJA
OG0000581	sp|P62305|RUXE_MOUSE	tr|F7HAK6|F7HAK6_CALJA, tr|U3CJ48|U3CJ48_CALJA, tr|A0A8I3W564|A0A8I3W564_CALJA, tr|A0A2R8M868|A0A2R8M868_CALJA
OG0000583	sp|P13634|CAH1_MOUSE, sp|Q9D6N1|CAH13_MOUSE, sp|Q99N23|CAH15_MOUSE, sp|P16015|CAH3_MOUSE	tr|F6QLL1|F6QLL1_CALJA
OG0000584	sp|P47962|RL5_MOUSE	tr|F7BQL6|F7BQL6_CALJA, tr|F7DDD0|F7DDD0_CALJA, tr|A0A5F4VZ01|A0A5F4VZ01_CALJA, tr|A0A8I4A186|A0A8I4A186_CALJA
OG0000585	sp|P29595|NEDD8_MOUSE	tr|F6S338|F6S338_CALJA, tr|A0A8I3X203|A0A8I3X203_CALJA, tr|F7I685|F7I685_CALJA, tr|A0A8I3W9C1|A0A8I3W9C1_CALJA
OG0000586	tr|Q8CDE8|Q8CDE8_MOUSE, sp|Q5IBH6|SPE4A_MOUSE	tr|A0A8I3WWA7|A0A8I3WWA7_CALJA, tr|A0A2R8N6B4|A0A2R8N6B4_CALJA, tr|A0A8I3XA00|A0A8I3XA00_CALJA
OG0000587	sp|Q62086|PON2_MOUSE	tr|F7D0R7|F7D0R7_CALJA
OG0000587	sp|P52430|PON1_MOUSE, sp|Q62087|PON3_MOUSE	tr|A0A2R8MET6|A0A2R8MET6_CALJA
OG0000588	sp|P68037|UB2L3_MOUSE	tr|A0A2R8N0C1|A0A2R8N0C1_CALJA, tr|A0A8I3W394|A0A8I3W394_CALJA, tr|A0A8I3WGP3|A0A8I3WGP3_CALJA, tr|A0A2R8M8V7|A0A2R8M8V7_CALJA
OG0000589	sp|Q9D9H3|MB3L1_MOUSE	tr|F7FGN2|F7FGN2_CALJA
OG0000589	tr|Q3UXB0|Q3UXB0_MOUSE	tr|F7I9X4|F7I9X4_CALJA, tr|A0A2R8MD47|A0A2R8MD47_CALJA
OG0000590	sp|A2AHJ4|BRWD3_MOUSE	tr|U3CT08|U3CT08_CALJA
OG0000590	sp|Q921C3|BRWD1_MOUSE	tr|F7DCN7|F7DCN7_CALJA, tr|F7DTE2|F7DTE2_CALJA
OG0000591	sp|Q61142|SPIN1_MOUSE	tr|F7GKT5|F7GKT5_CALJA
OG0000591	sp|Q6NVE3|SPI2C_MOUSE	tr|A0A8I4A2E9|A0A8I4A2E9_CALJA, tr|A0A5F4WJF6|A0A5F4WJF6_CALJA
OG0000592	sp|P08071|TRFL_MOUSE	tr|F7GTU6|F7GTU6_CALJA
OG0000592	sp|Q9DBD0|ICA_MOUSE, sp|Q921I1|TRFE_MOUSE	tr|A0A8I3WEV9|A0A8I3WEV9_CALJA
OG0000593	sp|P63325|RS10_MOUSE	tr|A0A2R8P1D5|A0A2R8P1D5_CALJA, tr|A0A8I3X6F4|A0A8I3X6F4_CALJA, tr|A0A8I3XC52|A0A8I3XC52_CALJA, tr|A0A8I3WHZ8|A0A8I3WHZ8_CALJA
OG0000594	sp|B2RRL2|JERKL_MOUSE	tr|U3CFE5|U3CFE5_CALJA
OG0000594	sp|Q0VBL1|TIGD2_MOUSE	tr|U3F721|U3F721_CALJA, tr|F6SUC8|F6SUC8_CALJA
OG0000595	sp|Q9WV60|GSK3B_MOUSE	tr|F6V0J0|F6V0J0_CALJA
OG0000595	sp|Q2NL51|GSK3A_MOUSE	tr|A0A5F4WD04|A0A5F4WD04_CALJA, tr|F7HP16|F7HP16_CALJA
OG0000596	tr|A2AG10|A2AG10_MOUSE	tr|F7HPY8|F7HPY8_CALJA
OG0000596	sp|Q63850|NUP62_MOUSE	tr|F7IJB9|F7IJB9_CALJA, tr|A0A8I3W908|A0A8I3W908_CALJA
OG0000597	sp|P60762|MO4L1_MOUSE	tr|A0A5F4VST9|A0A5F4VST9_CALJA
OG0000597	sp|Q9R0Q4|MO4L2_MOUSE	tr|A0A8I3WGB6|A0A8I3WGB6_CALJA, tr|A0A8I4A5Z8|A0A8I4A5Z8_CALJA
OG0000598	sp|Q61846|MELK_MOUSE	tr|F6SKD5|F6SKD5_CALJA, tr|A0A8I3VYU6|A0A8I3VYU6_CALJA, tr|A0A8I3WM76|A0A8I3WM76_CALJA, tr|A0A8I3WNW1|A0A8I3WNW1_CALJA
OG0000599	sp|Q9D593|VATE2_MOUSE	tr|A0A2R8MGJ7|A0A2R8MGJ7_CALJA
OG0000599	sp|P50518|VATE1_MOUSE	tr|U3FJB7|U3FJB7_CALJA, tr|A0A8I3X2Y9|A0A8I3X2Y9_CALJA
OG0000600	sp|Q9CZY3|UB2V1_MOUSE	tr|A0A2R8M862|A0A2R8M862_CALJA
OG0000600	sp|Q9D2M8|UB2V2_MOUSE	tr|A0A5F4VT96|A0A5F4VT96_CALJA, tr|A0A8I3W9G9|A0A8I3W9G9_CALJA
OG0000601	sp|Q9D7P6|ISCU_MOUSE	tr|A0A8I3W420|A0A8I3W420_CALJA, tr|U3DV20|U3DV20_CALJA, tr|A0A5F4W7M7|A0A5F4W7M7_CALJA, tr|A0A5F4W176|A0A5F4W176_CALJA
OG0000602	sp|Q62420|SH3G2_MOUSE	tr|A0A8I3X6F5|A0A8I3X6F5_CALJA
OG0000602	sp|Q62421|SH3G3_MOUSE, sp|Q62419|SH3G1_MOUSE	tr|A0A5F4WG44|A0A5F4WG44_CALJA
OG0000603	sp|A2AF53|T185A_MOUSE	tr|A0A8I3X7G0|A0A8I3X7G0_CALJA
